Exhibit,Place,ExhibitType,Iscrowded,AttractsQueue,Queued,TourGroup,Alone,Adult,Teenager,Child,Family,NumberOfPeople,Sex,Age,Discussion,Teaching,PhotoTaking,HeadphoneGuide,GuidedTour,ExhibitLength,TimeAtExhibit,Engagement,RelevanceToContents,QualityOfExhibit
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,10,3,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,10,2,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,0,34,0,1,0,0,0,10,2,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,1,0,1,0,0,1,0,17,0,0,0,0,0,10,4,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,4,0,44,1,1,0,0,0,10,4,5,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,4,0,44,0,0,0,0,0,10,3,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,3,1,44,1,1,0,0,0,10,2,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,0,34,1,1,0,0,0,10,3,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,1,0,0,2,1,17,0,0,0,0,0,10,1,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,10,3,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,0,1,2,0,34,0,0,0,0,0,10,1,2,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,1,0,0,1,0,1,1,12,0,0,0,0,0,10,1,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,3,1,12,1,1,0,0,0,10,2,4,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,1,0,0,0,1,0,1,1,3,0,12,1,0,0,0,0,10,3,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,1,0,1,1,0,0,0,1,0,24,0,0,0,0,0,10,1,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,4,0,24,1,0,0,0,0,10,2,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,10,1,2,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,10,2,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,0,0,1,0,2,1,12,1,0,0,0,0,10,2,3,5,3
i2D.Hangzhou.WWII,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,10,2,3,5,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,1,44,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,20,0.5,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,20,0.5,0,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,20,0.5,0,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,20,5,4,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,20,10,4,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,20,4,3,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,0,1,2,0,34,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,20,0.5,0,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,0,1,2,1,64,0,0,0,0,0,20,0.5,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,0.5,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,20,0.5,0,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,20,0.5,0,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,10,5,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,20,1,1,4,3
i2D.Hangzhou.LinAnCity,Hangzhou,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,0.5,0,4,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,2,2,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,2,2,4,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,2,2,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,0,0,0,1,1,0,1,4,1,17,1,0,0,0,0,2,3,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,2,1,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,0,0,0,1,0,0,0,2,0,24,1,0,1,0,0,2,4,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,2,1,3,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,1,74,0,0,0,0,0,2,1,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,0,64,0,0,0,0,0,2,10,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,0,64,0,0,0,0,0,2,1,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,2,2,4,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,0,0,0,1,0,0,1,2,0,24,1,0,0,0,0,2,2,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,2,0.5,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,1,1,2,0,12,1,0,0,0,0,2,2,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,1,0,0,1,0,1,1,3,0,34,1,0,0,0,0,2,4,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,2,1,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,44,1,0,0,0,0,2,2,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,2,3,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,2,1,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,1,0,1,0,0,1,0,0,0,2,0,24,1,0,0,0,0,2,3,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,1,0,0,0,0,1,0,0,0,3,0,34,0,0,0,0,0,2,2,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,1,1,0,0,0,1,0,1,1,2,0,34,1,0,0,0,0,2,3,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,2,1,3,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,1,1,4,0,34,0,0,0,0,0,2,1,2,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,1,0,0,1,0,0,0,4,0,34,1,0,1,0,0,2,5,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,1,1,0,0,0,1,1,74,0,0,0,0,0,2,1,0,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,2,2,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,1,1,0,1,1,0,0,0,1,1,44,0,0,0,0,0,2,10,5,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,1,0,1,1,0,0,0,1,0,34,0,0,0,0,0,2,2,4,2,3
i2D.Nanjing.PuzzleGame,Nanjing,i2D,0,0,0,0,0,0,1,0,0,3,0,17,1,0,0,0,0,2,2,4,2,3
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,3,0,24,1,0,1,0,0,5,2,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,5,1,1,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,3,0,34,1,0,1,0,0,5,3,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,3,1,24,1,0,0,0,0,5,3,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,1,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,34,0,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,1,3,0,64,0,0,0,0,0,5,1,2,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,1,0,0,0,0,1,0,0,0,2,1,34,0,0,1,0,0,5,0.5,1,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,1,0,0,6,0,17,1,0,0,0,0,5,1,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,1,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,5,3,5,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,1,1,0,0,0,1,0,34,0,0,1,0,0,5,0.5,0,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,1,1,3,1,34,1,0,0,0,0,5,3,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,5,1,2,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,5,0,24,0,0,0,0,0,5,1,1,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,1,2,0,34,0,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,5,3,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,1,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,5,4,5,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,1,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,3,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,3,0,34,0,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,1,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,34,1,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,1,1,3,1,34,0,0,0,0,0,5,2,2,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,3,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,34,0,0,1,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,0,0,0,0,0,1,0,0,0,2,0,64,0,0,0,0,0,5,1,2,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,1,0,0,0,0,1,0,1,1,2,1,34,0,0,0,0,0,5,1,1,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,1,1,1,0,0,1,0,0,0,2,0,34,0,0,1,0,0,5,2,4,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,1,0,1,0,0,1,0,0,0,2,0,34,0,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,1,0,0,0,0,1,0,0,0,4,1,34,0,0,0,0,0,5,2,3,3,4
Projection.Nanjing.ScrollPainting,Nanjing,Projection,1,0,0,0,0,1,0,0,1,3,0,64,1,0,0,0,0,5,2,3,3,4
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,5,0.5,2,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,1,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,5,4,4,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,1,0,1,1,0,0,0,1,1,54,0,0,0,0,0,5,0.5,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,5,0.5,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,0.5,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,12,1,0,0,0,0,5,2,4,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,1,0,1,0,0,0,8,1,44,0,0,0,0,0,5,0.5,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,24,1,0,0,0,0,5,2,3,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,0.5,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,1,0,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,5,1,2,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,5,0.5,0,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,5,0.5,2,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,3,0,24,0,0,0,0,0,5,0.5,2,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,5,1,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,4,1,24,0,0,0,0,0,5,0.5,2,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,1,0,5,4,5,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,0.5,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,5,0.5,2,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,1,3,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,2,0,34,1,0,0,0,0,5,1,3,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,3,0,24,1,0,0,0,0,5,3,5,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,1,0,0,5,1,1,4,2
Multitouch2D.Nanjing.Painting,Nanjing,Multitouch2D,0,0,0,0,0,1,0,0,0,3,0,24,1,0,0,0,0,5,1,2,4,2
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,44,1,0,1,0,0,20,10,4,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,20,2,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,5,0,24,1,1,0,0,0,20,10,4,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,0,1,3,1,34,0,0,0,0,0,20,1,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,20,20,4,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,12,1,0,0,0,0,20,20,4,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,34,1,1,0,0,0,20,20,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,4,1,34,0,0,0,0,0,20,2,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,12,1,1,0,0,0,20,10,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,20,20,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,20,1,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,4,0,12,0,1,0,0,0,20,3,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,34,1,1,0,0,0,20,5,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,20,10,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,0,1,2,1,44,0,0,0,0,0,20,3,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,12,1,0,0,0,0,20,20,5,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,24,1,0,0,0,0,20,2,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,34,1,0,0,0,0,20,10,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,20,10,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,20,2,1,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,54,0,0,0,0,0,20,2,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,1,12,1,0,0,0,0,20,3,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,1,12,1,0,0,0,0,20,10,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,4,1,12,1,0,0,0,0,20,5,3,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,34,1,0,0,0,0,20,3,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,12,1,0,0,0,0,20,10,4,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,4,0,34,1,0,0,0,0,20,10,4,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,20,10,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,20,4,2,4,4
Multitouch2D.Ningbo.Guide,Ningbo,Multitouch2D,0,0,0,0,0,1,0,1,1,4,1,12,1,0,0,0,0,20,5,2,4,4
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,3,1,34,1,0,0,0,0,2,1,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,1,1,0,0,0,1,0,64,0,0,0,0,0,2,1,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,2,1,12,1,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,8,1,44,1,0,1,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,2,1,1,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,1,0,0,0,0,1,0,0,1,5,1,44,0,0,0,0,0,2,2,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,1,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,3,0,64,0,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,1,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,1,0,0,0,1,1,0,0,0,1,1,24,0,0,1,0,0,2,1,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,2,1,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,0,0,1,0,4,0,12,0,0,0,0,0,2,3,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,3,1,34,0,0,0,0,0,2,4,4,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,3,1,34,0,0,1,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,3,1,34,0,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,3,0,34,0,0,1,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,0,0,1,0,2,0,12,1,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,3,0,34,1,0,1,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,1,0,0,2,0.5,1,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0,0,0,2,0.5,1,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,1,0,0,0,1,0,1,1,3,1,34,1,0,0,0,0,2,2,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,1,0,0,0,0,1,0,1,1,2,0,34,1,0,1,0,0,2,4,4,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,2,4,4,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,1,1,0,0,0,1,1,44,0,0,1,0,0,2,1,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,1,0,1,0,0,0,15,1,34,0,0,0,0,1,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,0,0,2,1,74,0,0,0,0,0,2,0.5,1,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,3,0,12,0,0,1,0,0,2,0.5,1,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,1,0,0,2,1,2,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,0,1,0,1,1,6,1,17,0,0,0,0,0,2,2,3,4,3
Projection.Ningbo.LocalFood,Ningbo,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,2,1,2,4,3
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,0.5,1,1,5,2
