Exhibit,Place,ExhibitType,Iscrowded,AttractsQueue,Queued,TourGroup,Alone,Adult,Teenager,Child,Family,NumberOfPeople,Sex,Age,Discussion,Teaching,PhotoTaking,HeadphoneGuide,GuidedTour,ExhibitLength,TimeAtExhibit,Engagement,RelevanceToContents,QualityOfExhibit
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,0,44,1,0,0,0,0,5,2,4,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,1,0,1,0,0,0,12,0,54,1,0,0,0,0,5,0.5,1,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,1,0,0,2,1,44,0,0,0,0,0,5,0.5,1,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,5,1,3,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,1,0,0,1,1,0,0,0,1,0,54,0,0,1,0,0,5,2,4,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,5,0.5,1,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,0.5,2,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,5,0.5,1,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,1,3,4,3
i2D.Tianjin.Calligraphy,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,1,12,1,1,0,0,0,3,2,5,3,3
i2D.Tianjin.Calligraphy,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,1,0,0,3,2,5,3,3
i2D.Tianjin.Calligraphy,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,0,17,0,0,0,0,0,3,1,3,3,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,1,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,5,2,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,1,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,0,0,0,0,0,5,3,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,0,3,1,12,0,1,0,0,0,5,4,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,1,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,3,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,1,2,0,12,0,1,1,0,0,5,4,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,0,0,0,0,0,5,4,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,1,2,0,12,0,1,0,0,0,5,4,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,0,1,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,1,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,0,1,0,0,1,0,1,1,3,1,12,1,0,0,0,0,5,1,3,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,1,0,0,0,1,0,1,1,2,1,34,0,1,0,0,0,5,10,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,5,0.5,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,1,3,1,12,1,1,0,0,0,5,10,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,0,1,0,0,1,0,1,1,2,1,12,1,0,0,0,0,5,5,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,5,1,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,0,0,0,0,1,0,1,1,3,1,12,0,1,0,0,0,5,1,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,1,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,1,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,0,0,0,1,0,1,1,4,0,34,0,0,0,0,0,5,1,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,3,0,12,0,0,0,0,0,5,4,3,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,1,0,0,0,0,5,4,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,0,0,0,1,0,1,0,3,0,24,0,1,0,0,0,5,3,3,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,1,2,0,12,0,0,0,0,0,5,4,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,0,12,0,0,0,0,0,5,4,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,3,0,12,0,1,0,0,0,5,2,3,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,1,2,1,12,1,1,0,0,0,5,5,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,2,2,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,3,0,12,0,1,0,0,0,5,4,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,1,1,0,0,1,0,1,1,3,1,12,1,1,0,0,0,5,5,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,0,1,0,0,0,5,4,4,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,1,1,0,0,0,5,4,5,5,3
i2D.Tianjin.EarthMovement,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,1,1,5,3
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,12,1,0,0,0,0,2,1,2,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,0,12,0,1,0,0,0,2,0.5,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,3,0,34,1,1,0,0,0,2,2,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,2,1,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,2,2,4,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,12,0,1,0,0,0,2,0.5,0,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,44,1,1,0,0,0,2,2,4,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,3,1,34,0,0,0,0,0,2,1,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,1,0,0,0,1,0,1,1,3,0,34,1,1,0,0,0,2,2,4,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,1,1,0,0,1,0,1,1,3,0,12,0,0,0,0,0,2,1,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,1,1,0,0,1,0,1,1,3,0,34,0,0,1,0,0,2,1,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,1,0,0,1,0,1,1,3,1,12,0,0,1,0,0,2,2,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,2,0.5,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,3,0,12,1,1,0,0,0,2,2,4,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,0,2,1,12,1,0,0,0,0,2,2,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,1,0,0,0,0,0,1,0,2,1,12,0,0,0,0,0,2,2,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,2,1,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,1,0,0,0,1,0,1,1,2,0,34,0,0,1,0,0,2,2,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,1,0,1,2,1,17,0,0,0,0,0,2,1,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,2,0.5,2,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,2,0.5,2,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,0,34,0,1,0,0,0,2,2,4,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,1,0,1,3,0,44,0,0,1,0,0,2,2,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,0,12,0,0,1,0,0,2,1,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,1,0,1,3,0,44,0,0,1,0,0,2,1,2,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,0,3,0,24,0,0,1,0,0,2,1,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,3,0,34,1,0,0,0,0,2,1,2,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,12,0,0,1,0,0,2,2,3,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,4,0,34,0,0,1,0,0,2,1,1,5,4
Projection.Tianjin.Jellyfish,Tianjin,Projection,0,0,0,0,0,1,0,1,1,2,1,34,1,1,0,0,0,2,2,3,5,4
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,4,2,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,1,0,0,0,1,0,1,1,4,1,12,1,1,0,0,0,4,2,5,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,1,0,0,1,0,1,1,3,0,34,1,1,0,0,0,4,2,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,1,1,0,0,0,4,3,5,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,4,1,2,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,1,12,1,1,0,0,0,4,3,5,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,1,0,0,0,1,0,1,1,2,1,34,0,0,0,0,0,4,3,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,1,0,0,1,0,1,1,4,0,12,1,0,0,0,0,4,2,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,4,1,2,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,1,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,1,12,0,0,0,0,0,4,2,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,4,2,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,1,0,1,2,0,17,0,0,1,0,0,4,3,5,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,4,0.5,1,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,0,1,1,0,3,1,12,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,1,0,0,0,1,0,1,1,4,0,12,0,0,1,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,0,12,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,4,3,5,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,0,12,0,1,0,0,0,4,1,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,4,0.5,2,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,1,12,0,1,0,0,0,4,2,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,1,0,1,0,1,0,1,1,2,0,12,0,0,0,0,0,4,2,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,1,1,0,1,0,1,1,2,0,12,0,1,0,0,0,4,2,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,4,0.5,2,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,4,1,3,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,1,12,1,1,0,0,0,4,2,4,3,2
i2D.Tianjin.Elephant,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,4,1,3,3,2
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,1,1,2,0,24,0,0,0,1,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,0,8,1,34,0,0,0,1,1,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,1,0,1,0,1,0,6,1,54,1,0,1,1,1,30,5,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,1,1,2,0,44,0,0,0,1,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,1,1,4,1,44,1,0,0,0,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,1,1,0,0,0,1,0,44,0,0,1,1,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,0,1,2,1,34,1,0,0,1,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,1,1,0,0,0,1,1,54,0,0,0,0,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,1,3,1,54,0,0,0,1,0,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,1,2,1,44,0,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,1,0,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,1,1,3,1,44,0,0,1,1,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,1,0,1,0,0,0,10,1,44,0,0,0,1,1,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,30,4,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,1,0,1,0,0,0,15,0,44,0,0,0,0,1,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,1,0,1,0,0,0,4,0,34,0,0,1,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,0,64,0,0,1,0,0,30,30,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,1,1,4,0,44,1,0,0,0,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,0,1,2,0,54,0,0,0,1,0,30,5,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,0,2,0,44,0,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,0,1,0,1,2,0,17,0,0,0,0,0,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,1,0,1,0,0,0,15,1,34,0,0,0,1,1,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,0,1,2,1,34,0,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,1,1,7,1,44,0,0,0,1,1,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,1,0,1,3,1,34,0,0,0,0,0,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,0,3,1,34,1,0,1,1,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,1,1,4,1,44,0,0,0,1,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,0,3,1,24,0,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,1,2,1,54,0,0,0,1,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,1,7,1,54,0,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,1,1,3,0,44,1,0,0,0,0,30,3,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,1,0,1,0,0,0,14,1,34,0,0,0,1,1,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,0,1,4,1,54,0,0,0,0,0,30,4,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,1,0,30,5,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,0,1,0,1,1,2,1,54,1,0,0,0,0,30,1,0,5,5
Projection.Taipei.Mural,Taipei,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,1,0,30,2,0,5,5
Projection.Taipei.Mural,Taipei,Projection,1,1,1,0,0,1,0,0,1,2,1,44,0,0,0,1,0,30,4,0,5,5
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,0,0,3,0,34,1,0,1,0,0,10,2,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,12,0,0,0,1,0,10,2,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,0,0,1,0,1,1,12,0,0,0,0,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,0,0,1,1,2,1,12,0,0,0,0,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,1,0,10,1,0,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,12,0,0,0,1,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,0,0,1,0,1,0,12,0,0,0,0,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,54,1,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,10,3,3,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,0,0,1,0,1,1,12,0,0,0,0,0,10,3,3,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,54,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,54,0,1,0,0,0,10,3,3,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,3,0,44,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,54,0,0,0,0,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,2,0,54,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,0,1,0,0,1,0,17,0,0,0,0,0,10,1,0,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,3,1,44,0,0,1,1,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,1,1,4,1,44,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,1,0,1,3,0,17,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,0,1,0,0,1,0,17,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,10,1,0,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,0,0,2,0,44,0,0,0,1,0,10,1,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,0,1,2,0,54,0,0,0,1,0,10,2,2,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,1,1,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,10,1,1,5,3
Multitouch2D.Taipei.NarcissusWares,Taipei,Multitouch2D,0,0,0,0,0,1,0,0,1,2,0,54,0,0,0,0,0,10,1,1,5,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,10,1,1,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,10,3,4,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,1,0,1,1,3,0,44,0,0,0,0,0,10,3,4,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,1,0,1,1,2,0,44,0,0,0,0,0,10,3,4,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,1,0,0,1,3,0,64,0,0,0,0,0,10,1,4,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,1,1,1,0,0,1,0,17,0,0,0,0,0,10,1,1,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,10,1,0,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,10,1,0,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,0,0,1,1,2,1,12,0,0,0,0,0,10,20,5,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,0,0,1,1,2,1,12,0,0,0,0,0,10,20,5,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,10,2,4,2,3
AR.Taipei.Kinect,Taipei,AR,0,0,0,0,0,1,0,0,1,2,0,64,0,0,0,0,0,10,1,2,2,3
i2D.Taipei.PageTurn,Taipei,i2D,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,30,1,1,5,4
i2D.Taipei.PageTurn,Taipei,i2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,30,5,3,5,4
i2D.Taipei.PageTurn,Taipei,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,30,4,3,5,4
i2D.Taipei.PageTurn,Taipei,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,30,1,1,5,4
i2D.Taipei.Game,Taipei,i2D,0,0,0,0,0,1,0,0,1,5,1,44,0,0,0,0,0,20,3,3,4,5
i2D.Taipei.Game,Taipei,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,5,5,4,5
i2D.Taipei.Game,Taipei,i2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,20,4,5,4,5
i2D.Taipei.Game,Taipei,i2D,0,0,0,0,0,1,0,1,1,2,0,17,0,0,0,0,0,20,1,1,4,5
i2D.Taipei.Game,Taipei,i2D,0,0,0,0,0,1,0,1,1,4,1,12,0,0,0,0,0,20,20,5,4,5
i2D.Taipei.Game,Taipei,i2D,0,0,0,0,0,1,1,1,1,4,1,17,0,0,0,0,0,20,20,5,4,5
